molecule_chembl_id,canonical_smiles,activity_comment
CHEMBL3775744,O=C(/C=C/c1c(-c2ccccc2)no[n+]1[O-])c1ccccc1O,Non-toxic
CHEMBL3775079,Cc1c(/C=C/C(=O)c2ccc3ccccc3c2)no[n+]1[O-],Non-toxic
CHEMBL3775186,O=C(/C=C/c1ccc2c(c1)no[n+]2[O-])c1ccccc1O,Non-toxic
CHEMBL3775597,Cc1c(/C=C/C(=O)c2ccccc2O)no[n+]1[O-],Non-toxic
CHEMBL3684869,CC[C@@H](C[C@H]1COC(N)=N1)c1ccccc1,Non-toxic
CHEMBL3781694,Cc1c(F)cccc1[C@H]1COC(N)=N1,Non-toxic
CHEMBL3785379,O=C1[C@H](c2ccc(F)cc2)[C@@H](c2ccc3c(c2)OCO3)N1C1CCN(C(=O)n2cncn2)CC1,Non-toxic
CHEMBL3785323,COc1ccc2nc(C(F)(F)F)c3c(c2c1)CC[C@]1(C[C@H]2C(=O)N[C@]4(C(=O)NS(=O)(=O)C5(C)CC5)C[C@H]4/C=C\CCCCC[C@H](NC(=O)OCC(C)C)C(=O)N2C1)O3,Non-toxic
CHEMBL3786189,CC(C)(C)C[C@@H](O)C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1,Non-toxic
CHEMBL3785469,CC(C)(C)C[C@@H](N)C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1,Non-toxic
CHEMBL3792764,Cc1c2cc(-n3ccc(OCc4ccc(F)cc4)cc3=O)ccc2nn1C,Non-toxic
CHEMBL3794256,Cc1c2cc(-n3ccc(OCc4ccc(Cl)cc4)cc3=O)ccc2nn1C1CC1,Non-toxic
CHEMBL3578243,Cc1c2cc(-n3ccc(OCc4ccc(F)cc4)cc3=O)ccc2nn1C1CC1,Non-toxic
CHEMBL3578244,Cc1c2cc(-n3ccc(OCc4csc(C(F)(F)F)c4)cc3=O)ccc2nn1C1CC1,Non-toxic
CHEMBL3578242,Cc1c2cc(-n3ccc(OCc4ccc(Cl)cc4)cc3=O)ccc2nn1C,Non-toxic
CHEMBL89295,[N-]=[N+]=[N-].[Na+],Toxic
CHEMBL3800530,O=[N+]([O-])c1ccc(CSc2nnc(-c3ccccc3)o2)c([N+](=O)[O-])c1,Toxic
CHEMBL3798565,O=[N+]([O-])c1cc(CSc2nnc(-c3ccccc3)o2)cc([N+](=O)[O-])c1,Toxic
CHEMBL3799678,O=[N+]([O-])c1cc(CSc2nnc(-c3cccc(Cl)c3)o2)cc([N+](=O)[O-])c1,Non-toxic
CHEMBL3800474,Cc1ccc(-c2nnc(SCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)o2)cc1,Non-toxic
CHEMBL3800547,COc1cccc(-c2nnc(SCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)o2)c1,Non-toxic
CHEMBL3797554,O=[N+]([O-])c1ccc(-c2nnc(SCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)o2)cc1,Non-toxic
CHEMBL3798641,O=[N+]([O-])c1cc(CSc2nnc(-c3ccccc3)s2)cc([N+](=O)[O-])c1,Non-toxic
CHEMBL3798295,O=[N+]([O-])c1cc(CSc2nnc(-c3ccc(Cl)cc3)s2)cc([N+](=O)[O-])c1,Non-toxic
CHEMBL3800450,COc1cccc(-c2nnc(SCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)s2)c1,Non-toxic
CHEMBL3797309,O=[N+]([O-])c1ccc(-c2nnc(SCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)s2)cc1,Toxic
CHEMBL351487,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,Toxic
CHEMBL3804964,Cc1noc(C)c1[C@@H]1C[C@@](C)(c2cc(N)cc(F)c2F)N=C(N)S1,Non-toxic
CHEMBL3804846,O=C1N[C@H](c2cncc(C#Cc3ccccc3)c2)[C@@H](c2cc(F)ccc2F)O1,Non-toxic
CHEMBL3805139,Cn1c(=O)n(CC(C)(C)C)c2ccc(C3=C[C@@H]4CC[C@H]3CN4C(=O)c3ccon3)nc21,Non-toxic
CHEMBL3809633,O=C(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc(NC(=O)c2cscn2)cc1,Toxic
CHEMBL3809142,O=C(Cc1ccc(NC(=O)c2cscn2)cc1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Toxic
CHEMBL3809040,O=C(Nc1ccc(-c2c[nH]c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)cc1)c1cscn1,Toxic
CHEMBL3808454,O=C(Nc1ccc2nc(NCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)sc2c1)c1cscn1,Toxic
CHEMBL3808823,O=C(Cc1ccc(NC(=O)c2cscn2)cn1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Toxic
CHEMBL3809382,O=C(Cc1ccc(NC(=O)c2cscn2)nc1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Toxic
CHEMBL3808597,O=C(Nc1ccc2nc(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[nH]c2c1)c1cscn1,Toxic
CHEMBL3810031,O=C(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc2nc(NC(=O)c3cscn3)sc2c1,Toxic
CHEMBL3809702,O=C(Cn1ccc(NC(=O)c2cscn2)cc1=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Non-toxic
CHEMBL3828718,COC(=O)N(CC(=O)O)Cc1cc(OCc2nc(-c3ccc(Cl)cc3)oc2C)ccc1F,Non-toxic
CHEMBL3941914,Cc1nc(C)c(-c2csc(Nc3ccc(C(=O)N4C5CCC4CN(c4ncc(C(F)(F)F)cn4)C5)cn3)n2)s1,Non-toxic
CHEMBL3984425,C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,Non-toxic
CHEMBL3976702,COc1ccc(CCNc2nc3cc(Cl)ccc3c(=O)n2C)cc1,Non-toxic
CHEMBL3906074,Cc1nc(C)c(-c2csc(Nc3ccc(C(=O)N4C5COCC4CC(=O)C5)cn3)n2)s1,Non-toxic
CHEMBL3959018,Clc1ccc2nc(N3CCCCC3)c(-c3nnn[nH]3)c(-c3ccccc3)c2c1,Non-toxic
CHEMBL3909156,COC(=O)CN/C=C1/C(=O)C=Cc2ccccc21,Non-toxic
CHEMBL3933212,COc1cnc(O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4CC4)C[C@H]3C3CC3)N(C(=O)[C@@H](NC(=O)O[C@H](C)C(F)(F)F)C3CCCCC3)C2)c2cc(Cl)ccc12,Non-toxic
CHEMBL3415583,Cc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)c1,Toxic
CHEMBL3963092,Cn1cc(-c2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)cn1,Non-toxic
CHEMBL3935657,C[C@H](N)CNc1cnc(C(N)=O)c(-c2cnn(C)c2)n1,Non-toxic
CHEMBL3951922,C[C@H](N)CNc1cnc(C(N)=O)c(-c2cc3ccccc3[nH]2)n1,Non-toxic
CHEMBL3414584,NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)nc1-c1cc2ccccc2[nH]1,Non-toxic
CHEMBL3943181,NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)nc1-c1nc2ccccc2[nH]1,Non-toxic
CHEMBL3972739,C[C@H](N)CNc1cnc(C(N)=O)c(-c2cc3ccccc3o2)n1,Non-toxic
CHEMBL3934210,NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)cc1/C=C/c1ccccc1,Non-toxic
CHEMBL3961713,NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)cc1COc1ccccc1,Non-toxic
CHEMBL3925317,NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)cc1C#Cc1ccccc1,Non-toxic
CHEMBL3415610,COc1cccc2[nH]c(-c3nc(N[C@@H]4CCOC[C@@H]4N)cnc3C(N)=O)cc12,Non-toxic
CHEMBL4093905,C/C(N)=N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,Non-toxic
CHEMBL4079675,COc1c(Cl)cc(-c2ccc(C(=O)c3c(F)ccc(O)c3F)s2)cc1Cl,Non-toxic
CHEMBL3644620,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3cnc(N5CCCCC5)cn3)C4)n[nH]c2c1,Non-toxic
CHEMBL4064672,COC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,Non-toxic
CHEMBL4064834,Cc1cc2oc(=O)[nH]c2cc1Cl.NC(CO)(CO)CO,Non-toxic
CHEMBL4092048,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3cccc(Cl)c3)cc1C(N)=O)C2.[Br-],Non-toxic
CHEMBL4101303,COc1cc2c(cc1OC)C(=O)C(CC1C=CN(Cc3cccc(Cl)c3)C=C1C(N)=O)C2,Non-toxic
CHEMBL3908849,NC(=O)n1cc(NC(=O)N2CCC[C@H]2C(=O)Nc2cccc(OC(F)(F)F)c2)c2ccccc21,Non-toxic
CHEMBL3683753,NC(=O)c1nn(CC(=O)N2[C@H](C(=O)Nc3cccc(Br)n3)C[C@H]3C[C@H]32)c2ccccc12,Non-toxic
CHEMBL4094440,NS(=O)(=O)c1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,Non-toxic
CHEMBL4074410,COc1ccc(-c2nnc(-c3ccc4nc(-c5c(C)cc(CC(C)(C)C(=O)O)cc5C)[nH]c4c3)o2)cc1,Non-toxic
CHEMBL4097298,COc1cncc(Cc2cc(-c3ccccc3)no2)c1,Non-toxic
CHEMBL4079276,Cc1cncc(Cc2cc(-c3ccccc3)no2)c1,Non-toxic
CHEMBL4070442,C[C@]1(O)CCN(c2nc(N3C[C@H](O)[C@@H](O)C3)cc(C(F)(F)F)c2C#N)C1,Non-toxic
CHEMBL4060985,O=C(Nc1ccc(-c2ccc(C(=O)Nc3cccc4cccc(S(=O)(=O)O)c34)cc2)cc1)c1ccc([N+](=O)[O-])cc1,Non-toxic
CHEMBL4080373,COC(=O)c1ccc(C(=O)Nc2ccc(-c3ccc(C(=O)Nc4cccc5cccc(S(=O)(=O)O)c45)cc3)cc2)cc1,Non-toxic
CHEMBL4076989,CC(C)CN(CCc1ccc(Cl)cc1)C1CCN(c2nc(N)n[nH]2)CC1,Non-toxic
CHEMBL4065122,C[C@H]1CN(C2COC2)CCN1c1ccc(Nc2cc(-c3ccnc(N4CCn5c(cc6c5CC(C)(C)C6)C4=O)c3CO)cn(C)c2=O)nc1,Non-toxic
CHEMBL4080228,COc1cc(C)[nH]c(=O)c1CN1CCc2c(Cl)cc([C@H](OC)C3COC3)c(Cl)c2C1=O,Non-toxic
CHEMBL2181928,C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,Non-toxic
CHEMBL4104117,O=C(NO)c1ccc(CNc2cccc3cccnc23)cc1,Non-toxic
CHEMBL4085181,CCOC(=O)C1=C(CN2CCO[C@H](CCC(=O)O)C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,Non-toxic
CHEMBL1773422,CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc([S+](C)[O-])n2C)ccn1,Non-toxic
CHEMBL4103847,Cc1cc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)no1,Non-toxic
CHEMBL3961632,Cc1cccc(-c2cc(N)nc3[nH]cc(C#N)c23)c1,Non-toxic
CHEMBL3794197,Nc1c(Cc2cccc3ccccc23)c(C2CC2)c2n(c1=O)C(C(=O)Nc1ccccc1)CS2,Non-toxic
CHEMBL4087188,Nc1c(Cc2cccc3ccccc23)c(C2CC2)c2n(c1=O)C(n1cc(-c3ccccc3)nn1)CS2,Non-toxic
CHEMBL4074384,O=c1cc(Cc2cccc3ccccc23)c(C2CC2)c2n1C(n1cc(-c3ccccc3)nn1)CS2,Non-toxic
CHEMBL4089964,COc1ccc(Cl)cc1C(=O)NCCc1ccc(CCC(=O)NO)cc1,Non-toxic
CHEMBL4068870,COc1ccc(Cl)cc1C(=O)NCCc1ccc(/C=C/C(=O)NO)cc1,Non-toxic
CHEMBL4087230,COc1ccc(Cl)cc1C(=O)NCCc1cccc(/C=C/C(=O)NO)c1,Non-toxic
CHEMBL4067480,O=C(/C=C/c1ccc(CCNC(=O)c2cc(C(F)(F)F)ccc2Cl)cc1)NO,Non-toxic
CHEMBL4078380,O=C(/C=C/c1ccc(CCNC(=O)c2ccc3c(c2)OCO3)cc1)NO,Toxic
CHEMBL4075984,O=C(/C=C/c1ccc(CCNC(=O)c2ccc3c(c2)OCCO3)cc1)NO,Non-toxic
CHEMBL4069669,O=C(/C=C/c1ccc(CCNC(=O)c2cncc(F)c2)cc1)NO,Non-toxic
CHEMBL4069152,O=C(/C=C/c1ccc(CCNC(=O)c2ccc3ncccc3c2)cc1)NO,Non-toxic
CHEMBL4062319,Cc1nnc2sc(C(=O)NC3CN(c4cccc(F)c4F)C3)c(N)c2c1C,Non-toxic
CHEMBL2386850,Cc1cc(Oc2cncnc2)cc(C(=O)Nc2ccc(F)cn2)n1,Non-toxic
CHEMBL4087906,O=C(CN1CCCC2=C1C(=O)N(C1CC1)C2=O)Nc1ccc(-c2cccnc2)nn1,Non-toxic
CHEMBL4095528,NC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccccc2)n1,Non-toxic
CHEMBL4063636,NC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccc(F)cc2)n1,Non-toxic
CHEMBL4060556,O=C(c1ccccc1)N1CCc2oc(-c3ccc(F)cn3)nc2C1,Non-toxic
CHEMBL4102181,O=C(c1cccc(F)c1)N1CCc2oc(-c3ccc(F)cn3)nc2C1,Non-toxic
CHEMBL4087545,O=C(c1cc(F)cc(Cl)c1)N1CCc2oc(-c3ccc(F)cn3)nc2C1,Non-toxic
CHEMBL4088036,CCCCc1cc(OC2CCN(CCCCNS(=O)(=O)CC)CC2)c2ncccc2c1.Cl.Cl,Non-toxic
CHEMBL4069936,Cc1ncc(F)cc1NC(=O)C[C@H](C(=O)N[C@@H]1C(=O)N2CC3(CC3)CN2C(=O)c2ccccc21)C1CC1,Non-toxic
CHEMBL4079206,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(/C=C/c4c(Cl)cccc4Cl)oc23)[C@H](O)C1,Non-toxic
CHEMBL4080076,Cc1c(-c2ccc(N3CCC(F)(F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,Non-toxic
CHEMBL4079209,Cc1cn2cc(-c3cc4ccc(N5CCN(C)CC5)cc4c(=O)o3)nc2c(C)n1,Toxic
CHEMBL4081789,Cc1cn2cc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)nc2c(C)n1,Non-toxic
CHEMBL4100874,CCN1CCN(c2ccc3cc(-c4cn5cc(C)nc(C)c5n4)c(=O)oc3c2)C[C@@H]1C,Toxic
CHEMBL4064782,Cc1cn2cc(NC(=O)c3ccc(N4CCNC(C)C4)cc3F)nc2c(C)n1,Toxic
CHEMBL4065528,Cc1cn2nc(NC(=O)c3ccc(N4CCNC(C)C4)cc3F)nc2c(C)n1,Non-toxic
CHEMBL4076963,Cc1cn2cc(NC(=O)c3ccc(N4CCNCC4)cc3F)cc(F)c2n1,Toxic
CHEMBL4092204,Cc1nc2c(F)cc(NC(=O)c3ccc(N4CCNCC4)cc3F)cc2o1,Non-toxic
CHEMBL4062776,Cc1cn2cc(NC(=O)c3ccc(N4CCNC(C)C4)cc3F)c(C)cc2n1,Non-toxic
CHEMBL4084454,Cc1cn2cc(NC(=O)c3ccc(N4CCNCC4)cc3F)ncc2n1,Non-toxic
CHEMBL4063337,Cl.NCc1ccnc(Oc2cccc(C(=O)N3C[C@@H](O)[C@H](F)C3)c2)c1,Non-toxic
CHEMBL4096060,O=C(/C=C/c1ccc(CCNC(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)cc1)NO,Non-toxic
CHEMBL4078014,O=C(/C=C/c1ccc(CN2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1)NO,Non-toxic
CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Non-toxic
CHEMBL3765513,COC(=O)N[C@H](C(=O)N1CC(F)(F)C[C@H]1c1ncc(-c2ccc(-c3ccc4c(ccc5nc([C@@H]6C[Si](C)(C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c54)c3)cc2)[nH]1)C(C)C,Non-toxic
CHEMBL4129589,c1ccc2c(OCCCCCN3CCCCCC3)cccc2c1,Non-toxic
CHEMBL4126298,CC1CCCN(CCCCCOc2cccc3ccccc23)C1,Non-toxic
CHEMBL4126145,c1ccc2c(OCCCCCN3CCCCC3)cccc2c1,Non-toxic
CHEMBL4126289,CC1(C)OCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,Non-toxic
CHEMBL4126773,COc1cc(-c2ccc3c(n2)[C@@H](C)N(c2cnn(CC(F)(F)F)c2)C3=O)cnc1OC,Non-toxic
CHEMBL4129609,O=C(O)c1csc(-n2nc(-c3ccccc3)c3ccc(C(F)(F)F)nc32)n1,Non-toxic
CHEMBL487217,O=C(/C=C/c1cccc2ccccc12)c1ccccc1,Non-toxic
CHEMBL4160073,O=C(CC(CC(=O)c1ccccc1)c1cccc2ccccc12)c1ccccc1,Non-toxic
CHEMBL1098239,O=C(/C=C/c1ccc2ccccc2c1)c1ccccc1,Non-toxic
CHEMBL487051,O=C(/C=C/c1cccc2ccccc12)c1ccccc1O,Non-toxic
CHEMBL510834,O=C(/C=C/c1ccc2ccccc2c1)c1ccccc1O,Non-toxic
CHEMBL4166894,O=C(/C=C/c1ccccc1)c1cccc2ccccc12,Non-toxic
CHEMBL4161610,O=C(/C=C/c1cccc2ccccc12)c1c(O)ccc2ccccc12,Non-toxic
CHEMBL4169525,O=C(/C=C/c1ccc2ccccc2c1)c1c(O)ccc2ccccc12,Non-toxic
CHEMBL17200,O=C(/C=C/c1ccccc1)c1ccc2ccccc2c1,Non-toxic
CHEMBL4168445,O=C(CC(O)c1ccccc1)c1ccc2ccccc2c1,Non-toxic
CHEMBL4176307,O=C(/C=C/c1ccc2ccccc2c1)c1ccc2ccccc2c1O,Non-toxic
CHEMBL1935209,O=C(/C=C/c1ccccc1)c1ccc2ccccc2c1O,Non-toxic
CHEMBL4172921,O=C(/C=C/c1ccnc2ccccc12)c1cccc2ccccc12,Non-toxic
CHEMBL4175247,O=C(/C=C/c1ccnc2ccccc12)c1ccc2ccccc2c1,Non-toxic
CHEMBL4164616,O=C(/C=C/c1ccnc2ccccc12)c1ccc2ccccc2c1O,Non-toxic
CHEMBL4173604,O=C(/C=C/c1ccnc2ccccc12)c1ccccc1O,Non-toxic
CHEMBL4165686,O=C(/C=C/c1cccc(Br)n1)c1ccccc1O,Non-toxic
CHEMBL4170149,O=C(/C=C/c1cccnc1Br)c1ccccc1O,Non-toxic
CHEMBL4162238,O=C(/C=C/c1cncc(Br)c1)c1ccccc1O,Non-toxic
CHEMBL4166739,O=C(/C=C/c1cncc(Br)c1)c1ccc2ccccc2c1O,Non-toxic
CHEMBL4165225,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,Non-toxic
CHEMBL3634345,C[C@]1(c2cc(N)ccc2F)N=C(N)CO[C@H]1C(F)(F)F,Non-toxic
CHEMBL4168973,NC1=NS(=O)(=O)Nc2nc(Cc3ccccc3)[nH]c21,Non-toxic
CHEMBL4162928,CN1c2nc(-c3ccccc3)[nH]c2C(N)=NS1(=O)=O,Non-toxic
CHEMBL4161560,NC1=NS(=O)(=O)N(Cc2ccccc2)c2nc(-c3ccccc3)n(Cc3ccccc3)c21,Non-toxic
CHEMBL290960,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,Non-toxic
CHEMBL4175981,CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21,Non-toxic
CHEMBL4176968,CC[C@@]1(CC(=O)O)CCc2cc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)ccc2C1=O,Non-toxic
CHEMBL4173715,O=C(O)C[C@]1(CC(F)(F)F)CCc2cc(-c3cnc(NC(=O)Nc4ccc(F)c(F)c4)cn3)ccc2C1=O,Non-toxic
CHEMBL1162293,Nc1cccc(C(F)(F)F)c1,Non-toxic
CHEMBL4170934,CCC1(CC(=O)O)CCc2cc(-c3ccc(N)cc3)ccc2C1=O,Toxic
CHEMBL4159471,Cc1cc(NC(=O)c2cccc(S(=O)(=O)N[C@H]3CCOC3)c2)ccc1F,Non-toxic
CHEMBL3892956,Cc1ccc(CN2CC[C@@H](N3CC[C@@H](c4ccc(O)cc4)[C@H](F)C3)C2=O)cc1,Non-toxic
CHEMBL4166144,COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,Non-toxic
CHEMBL4176771,COc1ncc(-c2cc(O[C@@H]3CCOC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,Non-toxic
CHEMBL4166594,CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(OC3CCOCC3)c2n1,Toxic
CHEMBL4174909,CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(O[C@@H]3CCOC3)c2n1,Non-toxic
CHEMBL4164756,Cn1cnc(S(=O)(=O)N2CC(NC(=O)c3cccc(C(F)(F)F)c3Cl)C(c3ccccc3)C2)c1,Non-toxic
CHEMBL4172970,Cc1cccc(NC2CN(S(=O)(=O)c3cn(C)cn3)CC2c2ccccc2)c1,Non-toxic
CHEMBL4162199,Cn1cnc(S(=O)(=O)N2CC(Nc3ccccc3)C(c3ccccc3)C2)c1,Non-toxic
CHEMBL4162376,Cc1ccccc1NC1CN(S(=O)(=O)c2cn(C)cn2)CC1c1ccccc1,Non-toxic
CHEMBL4169148,Cc1ccc(NC2CN(S(=O)(=O)c3cn(C)cn3)CC2c2ccccc2)cc1,Non-toxic
CHEMBL4162798,Cn1cnc(S(=O)(=O)N2CC(Nc3cccc(C(F)(F)F)c3)C(c3ccccc3)C2)c1,Non-toxic
CHEMBL4176431,Cn1cnc(S(=O)(=O)N2CC(Nc3cccc(C(F)(F)F)c3)C(c3ccc(F)cc3)C2)c1,Non-toxic
CHEMBL4174148,Cn1cnc(S(=O)(=O)N2CC(Nc3cccc(Cl)c3)C(c3ccc(F)cc3)C2)c1,Non-toxic
CHEMBL4166232,Cn1cnc(S(=O)(=O)N2CC(Nc3ccc(F)c(C(F)(F)F)c3)C(c3ccc(F)cc3)C2)c1,Non-toxic
CHEMBL4167394,Cn1cnc(S(=O)(=O)N2CC(Nc3cncc(C(F)(F)F)c3)C(c3ccc(F)cc3)C2)c1,Non-toxic
CHEMBL4175269,Cn1cnc(S(=O)(=O)N2CC(Nc3cccc(Cl)c3)C(c3cccc(F)c3)C2)c1,Non-toxic
CHEMBL4170790,Cn1cnc(S(=O)(=O)N2CC(Nc3cccc(Cl)c3)C(c3ccccc3F)C2)c1,Non-toxic
CHEMBL4160146,Cn1cnc(S(=O)(=O)N2CC(Nc3ccnc(C(F)(F)F)c3)C(c3ccc(F)cc3)C2)c1,Non-toxic
CHEMBL4174212,Cn1cnc(S(=O)(=O)N2CC(Nc3cccc(C(F)(F)F)c3)C(c3cccnc3)C2)c1,Non-toxic
CHEMBL4163515,Cn1cnc(S(=O)(=O)N2C[C@H](c3ccc(F)cc3)[C@@H](Nc3cccc(C(F)(F)F)c3)C2)c1,Non-toxic
CHEMBL4159064,Cn1cnc(S(=O)(=O)N2C[C@H](c3ccc(F)cc3)[C@@H](Nc3cccc(OC(F)(F)F)c3)C2)c1,Non-toxic
CHEMBL4166963,Cn1cnc(S(=O)(=O)N2C[C@H](c3ccc(F)cc3)[C@@H](Nc3cc(C(F)(F)F)ccn3)C2)c1,Non-toxic
CHEMBL4172249,Cn1cnc(S(=O)(=O)N2C[C@H](c3ccc(F)cc3)[C@@H](Nc3cc(C(F)(F)F)ncn3)C2)c1,Non-toxic
CHEMBL4161627,Cn1cnc(S(=O)(=O)N2C[C@H](c3ccc(F)cc3)[C@@H](Nc3ccc(F)c(OC(F)(F)F)c3)C2)c1,Non-toxic
CHEMBL4165362,Cn1cnc(S(=O)(=O)N2C[C@H](c3ccc(F)cc3)[C@@H](N[C@@H]3CCc4ccccc43)C2)c1,Non-toxic
CHEMBL4170207,O=c1[nH]c2c([N+](=O)[O-])cccc2cc1Br,Toxic
CHEMBL3742114,CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,Non-toxic
CHEMBL3989970,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,Non-toxic
CHEMBL4209946,O=C(Cc1ccc(N2CC[C@H](F)C2)nc1)Nc1ccn(Cc2ccc(F)c(F)c2)n1,Toxic
CHEMBL4209829,Nc1ccn(CC2CCC(F)(F)CO2)n1,Toxic
CHEMBL4214866,O=C(O)c1coc(Cc2ccc(OC(F)(F)F)cc2)n1,Non-toxic
CHEMBL4217292,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,Non-toxic
CHEMBL4206029,O=C1NCCN1CC(O)Cn1c2ccc(F)cc2c2cc(F)ccc21,Non-toxic
CHEMBL4215407,Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(=O)NO)CN(C(=O)C(C)C)C3)cc2)c2ccccc2n1,Non-toxic
CHEMBL4208519,Cc1cc(COc2ccc(S(=O)(=O)N(C)C3(C(=O)NO)CN(C(=O)CC(C)C)C3)cc2)c2ccccc2n1,Non-toxic
CHEMBL4202767,CCOc1c(Cl)cc(C(=O)Nc2ccc(C(=O)O)c(C)c2)cc1OC(C)C,Non-toxic
CHEMBL3302600,COc1ccccc1N1CCN(CC(O)CN2C(=O)NC(C)(c3ccc(F)cc3)C2=O)CC1,Non-toxic
CHEMBL1235570,CCCCCCCCCc1cc(O)c2ccccc2[n+]1[O-],Toxic
CHEMBL4208555,O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,Non-toxic
CHEMBL4213486,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=C(CF)OC(N)=N1,Non-toxic
CHEMBL4217096,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)CC2)cc1,Non-toxic
CHEMBL4211181,COc1ccc(NC(=O)N2CCN(c3nc(N)nc4c3cnn4C)[C@@H](C)C2)c(C)c1,Non-toxic
CHEMBL4210830,COc1ccc(N)c(C)c1.Cl,Non-toxic
CHEMBL4216239,CC(=O)Nc1ccc(C)cc1C(=O)C(=O)NNC(=O)c1ccncc1,Toxic
CHEMBL64,NNC(=O)c1ccncc1,Toxic
CHEMBL4213018,CCOc1cc(-c2ccc(N)cc2)c[nH]c1=O,Toxic
